WORLD DATA																			
																			
																			
Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	SS	W	RU
Ustr	1039	Yuiyre	D662279-4	Lo 				{ -3 }	(411-2)	[3165]				900	NaAs	F6 V M0 V	N	10	3
Ustr	1101	Ekhaofya	C402887-A	Ic Na Va 	Ph Pi 			{ 1 }	(D7A+1)	[895A]		R		803	AsWc	K3 V	B	16	910
Ustr	1102	Ewu	E552257-5	Lo Po 				{ -3 }	(411-3)	[2155]				623	AsTv	F4 V M1 V	B	12	3
Ustr	1103	Ealrawyarlal	E425586-7	Ni 				{ -3 }	(741-4)	[4246]				420	AsVc	M2 V	B	11	17
Ustr	1105	Roihoa	C42159C-7	He Ni Po 				{ -2 }	(742+1)	[838A]		R		115	AsVc	M9 II M1 V	B	18	56
Ustr	1106	Khteasarlahei	B754888-A		Pa Ph 			{ 2 }	(E7B+2)	[8A5A]		R		322	AsVc	F2 V	B	13	2,156
Ustr	1116	Ftuakoure'	C54747C-9	Ni 	Pa 			{ 0 }	(933+3)	[748C]		RT		403	AsSc	F7 V	F	13	243
Ustr	1120	Ul	D300683-8	Na Ni Va 				{ -3 }	(951-5)	[3325]				710	AsMw	M2 V	F	8	23
Ustr	1123	Ilaihaiwuahei	C5A48A9-9	Fl 	Ph 			{ 0 }	(E79+1)	[986A]				313	AsWc	F0 V	J	10	882
Ustr	1130	Ifeih	X551386-3	Lo Po 	Fo 			{ -3 }	(521-4)	[2142]			R	801	AsIf	F1 V	J	6	6
Ustr	1132	Ateiyrl	A410483-E	Ni 				{ 1 }	(B34-2)	[152B]				123	AsIf	M0 V M5 V M1 V	N	14	106
Ustr	1134	Hwalote	B100523-A	Ni Va 				{ 1 }	(945-2)	[2627]				202	AsIf	F3 V M6 V	N	5	144
Ustr	1136	Tailaihaleie	C5418DB-6	He Po 	Ph Pi 			{ -1 }	(A76+1)	[A778]				504	AsIf	G8 V M4 V	N	13	420
Ustr	1203	ISEI	A75AA87-E	Hi Wa 				{ 3 }	(C9F+3)	[AD5E]				800	AsTv	F0 V	B	7	4,860
Ustr	1204	Eihkyele	C5677B9-8	Ag Ri 		Huma1		{ 1 }	(F69+2)	[8869]				724	AsT8	F4 V M5 V	B	13	1,620
Ustr	1207	Sastu	C546485-7	Ni 	Pa 			{ -2 }	(631-4)	[2235]				604	AsT5	F8 V M0 V	B	17	11
Ustr	1208	Orlaoharoasoi	C566687-8	Ag Ni Ri 				{ 0 }	(C54+1)	[6658]		T		813	AsT5	F1 V	B	16	240
Ustr	1219	HLOL	B687AB9-D	Hi Ga 				{ 3 }	(F9F+4)	[BD6E]				103	AsVc	F7 V M6 V	F	11	8,100
Ustr	1221	LIHAU	C585946-9	Hi 	Pr 			{ 1 }	(E8B+1)	[8A48]				203	AsT9	G2 V M5 V	J	7	1,232
Ustr	1226	OUATEAHAAORL	B5519CB-9	Hi Po 				{ 2 }	(G8C+4)	[BB7B]				414	NaAs	F7 V	J	12	6,144
Ustr	1227	Oil	E574211-6	Lo 				{ -3 }	(411-5)	[1112]				202	NaAs	F2 V	J	9	2
Ustr	1228	Folyukteaui	D7B6575-8	Fl Ni 				{ -3 }	(F41-5)	[3236]				935	AsIf	K8 V M6 V	J	20	30
Ustr	1230	Alei	A653734-C	Po 				{ 3 }	(96D+1)	[5A3A]		KM		400	AsIf	G8 V M3 V	J	10	702
Ustr	1235	EWEAEIAKHEAL	XA7A983-6	Hi In Oc 	Fo 			{ 0 }	(B88-3)	[6923]			R	223	AsIf	F2 V	N	13	493
Ustr	1302	Eheisarl	C8C3677-9	Fl Ni 				{ -1 }	(C53-1)	[6559]				104	AsSc	M1 V M1 V	B	14	162
Ustr	1304	Tiwauwiykh	C422278-A	He Lo Po 				{ 0 }	(511+1)	[225A]				201	AsSc	M2 V M3 V	B	9	5
Ustr	1307	Ahaikhtawauhi	B000478-B	As Ni Va 				{ 1 }	(934+1)	[455B]				103	AsSc	M0 V M7 V	B	11	108
Ustr	1308	FE	AAF59AA-C	Hi 				{ 3 }	(C8E+5)	[BC7E]		R		910	AsVc	F3 V	B	6	6,720
Ustr	1311	Faftyo'ear	C5506B9-8	De Ni Po 				{ -2 }	(C52-1)	[7469]				104	AsT4	F1 V M1 V	F	12	108
Ustr	1321	Kheaweseilr	C693542-9	Ni 				{ -1 }	(A43-5)	[1415]		R		603	AsMw	F6 V	J	12	60
Ustr	1322	Eiwiyw	B675658-A	Ag Ni 				{ 2 }	(B56+2)	[685A]		T		503	AsT3	F0 V	J	11	660
Ustr	1325	Ryehaiwyaw	C6B1210-8	Fl He Lo 				{ -2 }	(611-5)	[1113]		M		420	NaAs	M3 V	J	9	3
Ustr	1328	KIR	D535987-8	Hi 		Huma4		{ -1 }	(B88-1)	[9858]				500	AsIf	F1 V	J	9	634
Ustr	1329	Stourea	C572387-8	He Lo 				{ -2 }	(721-2)	[3158]				920	AsIf	F4 V	J	9	11
Ustr	1330	Yealaoe	A534379-C	Lo 				{ 1 }	(821+2)	[446D]		K		403	AsIf	M3 V	J	15	32
Ustr	1333	KHTEAIWIYFTEI	A624AD9-E	Hi In 	Cx			{ 5 }	(F9H+5)	[BF6F]		KM		703	AsIf	F4 V	N	13	11,475
Ustr	1335	Eakhai'ou	B5707CC-A	De He 	Pi 			{ 2 }	(D6B+5)	[A98D]		K		713	AsIf	G3 V	N	14	4,290
Ustr	1337	Iyholroiw	C425432-8	Ni 				{ -2 }	(931-5)	[1214]		M		103	AsIf	M1 V	N	12	14
Ustr	1338	Tearl	E300689-7	Na Ni Va 				{ -3 }	(851-2)	[7368]				224	AsIf	F6 V M5 V	N	16	32
Ustr	1401	HLAYO	C556AA7-C	Hi 				{ 2 }	(H9D+2)	[AC5C]				514	AsT1	F9 V	B	9	3,978
Ustr	1402	Eaheiairaw	D776887-6		Pa Ph Pi 			{ -2 }	(A75-2)	[8656]				103	AsT5	F7 V M5 V	B	11	280
Ustr	1403	Yulais	B67A749-B	Wa 	Pi 			{ 2 }	(E6C+3)	[896C]		R		305	AsVc	F7 V	B	18	3,024
Ustr	1404	Uaoahueh	A543524-C	Ni Po 				{ 1 }	(845-1)	[363A]		R		301	AsWc	F8 V M4 V	B	12	144
Ustr	1407	Hkor	CAE6522-A	Ni 		Huma6		{ 0 }	(744-4)	[1516]				300	AsWc	A3 V M8 V	B	10	67
Ustr	1408	Uisi	A6A1478-E	Fl He Ni 				{ 2 }	(635+2)	[465E]		RT		900	AsSc	M0 V M5 V	B	10	180
Ustr	1409	Eaktakhiyhyu	C300167-B	Lo Va 			O:1308	{ 0 }	(311+1)	[115B]				500	AsVc	F7 V	B	11	3
Ustr	1411	Aieilarl	B551538-B	Ni Po 				{ 1 }	(C45+1)	[565B]				814	AsT6	F7 V	F	12	240
Ustr	1414	Ahkalaustu	C655599-9	Ag Ni Ga 				{ 0 }	(B44+1)	[656A]		R		104	AsWc	G2 V	F	11	176
Ustr	1417	AWAHRAKTELYE	E733977-8	Hi Na Po 				{ -1 }	(F88-1)	[9858]				104	AsSc	F3 V M8 V	F	8	864
Ustr	1421	Taoahaiw	A55668B-C	Ag Ni 				{ 2 }	(956+4)	[887E]		R		501	AsMw	F9 V M9 V	J	6	1,080
Ustr	1430	YASESIR	B56599B-A	Hi 	Pr 			{ 3 }	(E8D+5)	[BC7C]		K		121	AsIf	F8 V	J	14	7,280
Ustr	1432	AOEREIW	C557ADB-A	Hi 				{ 3 }	(G9D+5)	[CD7C]		KM		404	AsIf	F8 V	N	12	9,360
Ustr	1433	Ahyelaiaurei	B302488-D	Ic Ni Va 				{ 2 }	(735+2)	[465D]		KM		501	AsIf	M0 V M3 V	N	6	210
Ustr	1434	Eiiyha	C595884-8		Pa Ph Pi 			{ -1 }	(E77-3)	[6736]				822	AsIf	G9 V M2 V	N	17	480
Ustr	1435	Ftea'iyl	C639472-9	Ni 				{ -1 }	(D32-5)	[1315]				334	AsIf	M2 V	N	19	39
Ustr	1436	Woiaihyal	E558775-5	Ag 				{ -1 }	(966-3)	[5633]				700	AsIf	K1 V	N	5	227
Ustr	1501	Wuih	A430488-A	De Ni Po 				{ 1 }	(B34+1)	[455A]		T		414	AsT1	M1 V M1 V	B	11	132
Ustr	1503	HEASAIRLUI	A894AB9-E	Hi In 				{ 4 }	(G9G+5)	[BE6F]				304	AsMw	G7 V	B	8	11,520
Ustr	1507	Eieaua	B432533-D	Ni Po 				{ 1 }	(945-2)	[262A]				702	AsVc	A7 V	B	8	144
Ustr	1511	Iyuahyehfoai	D662486-7	Ni 				{ -3 }	(631-4)	[3146]				902	AsWc	F9 V	F	10	11
Ustr	1514	Uayalfyhiw	C000432-C	As Ni Va 				{ 0 }	(A33-4)	[1418]		R		304	AsMw	M2 V M5 V	F	17	54
Ustr	1524	Oaakhil	D43367B-7	Na Ni Po 				{ -3 }	(851-1)	[8379]				804	NaAs	M1 V	J	13	36
Ustr	1525	Ahakuaea	C553159-A	Lo Po 				{ 0 }	(611+1)	[216B]				203	NaAs	K4 V	J	7	6
Ustr	1529	Ea'eireiya	A89A584-B	Ni Wa 				{ 1 }	(745-1)	[3639]				600	AsIf	F8 V	J	7	126
Ustr	1531	Kaoeahoiea	B594312-B	Lo 				{ 1 }	(921-3)	[1417]				204	AsIf	K7 V	N	8	13
Ustr	1532	Aoehleiule	B999312-9	Lo 				{ 0 }	(921-4)	[1315]				513	AsIf	F1 V M7 V	N	12	11
Ustr	1534	HRAIHKALEAWAO	C886AAC-C	Hi Ga 				{ 2 }	(G9D+5)	[DC8F]				713	AsIf	G8 V M8 V	N	9	9,360
Ustr	1540	Aheryelyo'	C431786-8	Na Po 				{ -1 }	(967-2)	[6647]				500	NaAs	M1 V M2 V	N	11	302
Ustr	1602	Hrai'aoeti	C776377-7	Lo 				{ -2 }	(521-2)	[3157]				203	AsSc	G6 V M7 V	B	10	8
Ustr	1604	Elaulrah	C545473-9	Ni 	Pa 			{ -1 }	(A32-4)	[1326]		R		204	AsSc	F9 V M1 V	B	16	36
Ustr	1605	Yal	BAA565A-C	Fl Ni 				{ 1 }	(C55+3)	[877E]				304	AsWc	K8 V	B	12	900
Ustr	1606	Tosauhiy	D78388B-6	Ri 	Ph 			{ -1 }	(A76+1)	[A778]		R		703	AsMw	F5 V	B	13	420
Ustr	1608	Khya	B54647A-B	Ni 	Pa 			{ 1 }	(B34+3)	[657D]		R		805	AsSc	F6 V M0 V M2 V	B	13	396
Ustr	1609	Htawao'ea	E693458-8	Ni 				{ -3 }	(631-3)	[4158]				200	AsMw	F8 V	B	13	13
Ustr	1611	Eaeiheilrei	C73957C-7	Ni 				{ -2 }	(742+1)	[838A]				310	AsSc	M0 V M3 V	F	10	56
Ustr	1614	Ewyerl	A744534-C	Ag Ni 				{ 2 }	(C46+1)	[373A]		R		105	AsMw	F7 V	F	15	288
Ustr	1616	Ktyeeaeiroaea	C561689-8	Ni Ri 				{ -1 }	(C53+1)	[7569]				413	AsWc	F9 V M4 V	F	12	180
Ustr	1620	Aiwyo'iykhoil	C986786-8	Ag Ri 				{ 1 }	(D69+1)	[6847]				213	AsVc	G2 V M5 V M2 V	F	11	702
Ustr	1622	Iystourarlua	D685688-6	Ag Ni Ga Ri 				{ -1 }	(853-1)	[6556]		R		304	AsWc	F8 V M3 V	J	13	108
Ustr	1627	Hlasas	D553126-6	Lo Po 				{ -3 }	(311-4)	[1145]				610	NaAs	F1 V M0 V	J	9	2
Ustr	1632	Hahyahoirl	B545583-8	Ag Ni 				{ 0 }	(744-3)	[2525]				200	AsIf	F0 V M2 V	N	5	78
Ustr	1633	Ailr	A746889-B		Pa Ph Pi 			{ 3 }	(A7D+4)	[9B6C]		KM		900	AsIf	G3 V	N	5	3,640
Ustr	1636	AIYFIYHYEHKEA	D8D4ABE-9	Hi 	Pz 			{ 0 }	(E9A+4)	[EA9D]			A	502	NaAs	F0 V M5 V	N	8	5,040
Ustr	1703	Iyeiheihko	B000875-C	As Na Va 	Ph Pi 			{ 2 }	(C7C+1)	[6A3A]		R		902	AsSc	F1 V M9 V	C	7	1,008
Ustr	1705	Hlefaiweaaow	A759883-D		Ph 			{ 2 }	(B7D-1)	[5A2A]		R		301	AsVc	G6 V	C	8	901
Ustr	1706	Yohea	D564779-6	Ag Ri 				{ 0 }	(967+1)	[8767]				203	AsSc	F3 V M3 V	C	16	378
Ustr	1710	Eitoawel	C867449-9	Ni Ga 	Pa 			{ -1 }	(B32+1)	[536A]				214	AsT8	F5 V M8 V	C	11	66
Ustr	1711	OUSOIROIHEAS	C436977-B	Hi 				{ 2 }	(E8D+2)	[9B5B]		R		912	AsSc	F9 V	G	7	2,912
Ustr	1712	Eiwiyhfaorakh	C507279-9	Ic Lo Va 				{ -1 }	(911+1)	[316A]		R		814	AsMw	G8 V M2 V	G	10	9
Ustr	1720	Hwarl	D658678-6	Ag Ni 				{ -2 }	(852-2)	[6456]		R		920	AsSc	F7 V M2 V	G	7	64
Ustr	1721	Starerarl	D675615-6	Ag Ni 				{ -2 }	(852-4)	[4434]				214	AsTv	F8 V	K	11	48
Ustr	1722	Iyai	C736579-A	Ni 				{ 0 }	(A44+1)	[656B]				103	AsSc	F5 V	K	8	160
Ustr	1724	Ewiykhaohyos	C59A886-7	Wa 	Ph Pi 			{ -1 }	(A77-2)	[7746]				210	NaAs	F9 V	K	10	392
Ustr	1726	Wea'uaihourle	D540552-8	De He Ni Po 				{ -3 }	(741-5)	[1214]				700	NaAs	F1 V M6 V	K	12	14
Ustr	1727	Tlasasiysakh	C556534-5	Ag Ni 				{ -1 }	(743-3)	[3433]		M		102	NaAs	G1 V	K	12	59
Ustr	1735	Tila	X885000-0	Ba Ga 	Fo 			{ -3 }	(200-5)	[0000]			R	004	NaXX	F8 V M1 V	O	11	0
Ustr	1802	Hfeifal	D434589-8	Ni 				{ -3 }	(B41-2)	[6269]				122	AsWc	G7 V M9 V	C	10	35
Ustr	1806	Osokhel	C686267-9	Lo Ga 			O:1705	{ -1 }	(711-1)	[2159]				103	AsVc	G3 V M5 V	C	15	6
Ustr	1809	Htefte	C651649-8	Ni Po 				{ -2 }	(B52-1)	[7469]		R		303	AsMw	K8 V M3 V	C	7	99
Ustr	1811	Ilea	B697216-B	Lo 				{ 1 }	(811+1)	[134A]		R		904	AsVc	F6 V	G	9	8
Ustr	1813	Eaeie	A555777-C	Ag 				{ 4 }	(C6E+4)	[7B5C]		RT		421	AsSc	F6 V	G	11	4,032
Ustr	1817	Iyrauhyuhear	C644858-9		Pa Ph Pi 			{ 0 }	(D79+1)	[8859]				503	AsTv	F3 V	G	6	819
Ustr	1831	Eirloikhiyfu	B743846-A	Po 	Ph Pi 			{ 2 }	(F7B+1)	[7A49]				714	NaAs	K1 V	O	13	1,155
Ustr	1837	Yerehu	E655134-5	Lo Ga 				{ -3 }	(311-5)	[1133]				304	NaAs	F7 V M8 V	O	15	2
Ustr	1905	Eha'eikh	C585587-9	Ag Ni 	Pr 			{ 0 }	(B44+1)	[5559]				440	AsWc	G0 V M5 V	C	8	176
Ustr	1910	Eikhow	A556169-D	Lo 			O:	{ 1 }	(411+2)	[226E]				210	AsMw	F0 V	C	8	8
Ustr	1911	Eiasaihaur	C639687-8	Ni 				{ -2 }	(A52-2)	[6458]		R		120	AsVc	F0 V M5 V	G	8	80
Ustr	1912	Iysusawehelao	D564588-7	Ag Ni 	Pr 			{ -2 }	(742-2)	[5357]				530	AsT9	F6 V	G	13	45
Ustr	1914	AEAHAIHLUIL	A576A72-D	Hi In 				{ 4 }	(F9G+1)	[6E19]		T		412	AsSc	F0 V	G	11	2,160
Ustr	1923	Wiweiraihas	D666448-6	Ni Ga 	Pa 			{ -3 }	(631-3)	[4156]				432	AsVc	F2 V M6 V	K	12	13
Ustr	1925	Hadrian	C566323-6	Lo 				{ -2 }	(521-5)	[1123]		M		811	NaAs	F4 V	K	11	5
Ustr	1928	KEMIT	A776A53-E	Hi In 				{ 5 }	(H9H+2)	[7F2B]		KM		232	NaAs	K8 V M7 V	K	11	5,202
Ustr	1930	Iyailahta	C8A7103-8	Fl Lo 				{ -2 }	(711-5)	[1125]				122	NaAs	M1 V	K	9	4
Ustr	1932	Akhoitoireae	C7A2789-8	Fl He 				{ -1 }	(E67+1)	[8669]				432	AsOf	F8 V	O	15	588
Ustr	1934	Hra	C434683-8	Ni 				{ -2 }	(B52-5)	[3425]				730	AsOf	K8 V	O	11	55
Ustr	2004	Iwaolahrya	B561688-9	Ni Ri 				{ 1 }	(D55+1)	[6759]		T		123	AsTv	G6 V	C	11	325
Ustr	2007	Htih	D87869B-6	Ag Ni 				{ -2 }	(852+1)	[8478]				403	AsVc	F7 V	C	7	80
Ustr	2008	Khaftaohwfara	C200116-7	Lo Va 				{ -2 }	(311-3)	[1146]				614	AsVc	M1 V	C	15	2
Ustr	2014	Rarouhiywakho	C672314-7	He Lo 				{ -2 }	(521-4)	[1135]				820	AsMw	K5 V	G	10	6
Ustr	2016	Stariy	E8446A5-6	Ag Ni 				{ -2 }	(852-4)	[4434]				823	AsMw	F1 V	G	11	48
Ustr	2018	Owiyrl	C556789-8	Ag 				{ 0 }	(D68+1)	[8769]		R		304	AsVc	F7 V M2 V	G	13	624
Ustr	2021	Tektoaoiluarl	C9E658A-A	Ni 				{ 0 }	(744+2)	[757C]				700	AsTv	K4 V	K	12	224
Ustr	2022	Uihkas	D5636A7-6	Ni Ri 				{ -2 }	(852-2)	[6456]		R		704	AsWc	F9 V	K	9	64
Ustr	2026	Pandori	D8C8401-9	Fl Ni 				{ -2 }	(631-5)	[1215]				300	NaAs	M1 V M2 V	K	8	9
Ustr	2035	Aorlalr	B424432-9	Ni 	Da 			{ 0 }	(A33-4)	[1415]			A	322	NaAs	M1 V M0 V	O	12	54
Ustr	2037	Ealyas	B593875-A		Ph Pi Pz 			{ 2 }	(D7B+1)	[6A38]			A	903	NaAs	F7 V	O	13	1,001
Ustr	2038	Rai'iyseirei	C000799-B	As Na Va 	Pi 			{ 1 }	(D6B+2)	[886C]				404	NaAs	M3 V M7 V K6 V	O	10	1,716
Ustr	2039	Uihateistya	B560738-8	De Ri 				{ 1 }	(D69+1)	[7858]		M		504	NaAs	F9 V M1 V	O	13	702
Ustr	2102	Ftyesa	A5476AB-C	Ag Ni 				{ 2 }	(A56+4)	[887E]		R		702	AsVc	F4 V	C	11	1,200
Ustr	2107	KHEIEL	C788956-A	Hi 	Pr 			{ 2 }	(E8C+1)	[8B49]				303	AsTv	K6 V M2 V	C	8	1,344
Ustr	2113	Eaeaftye'	D87A36A-9	Lo Wa 			O:1914	{ -2 }	(A21+1)	[517B]				814	AsSc	F6 V M5 V	G	10	20
Ustr	2116	Hlealyeea	B77A75A-C	Wa 	Pi 			{ 2 }	(D6C+4)	[997E]		R		113	AsTv	G6 V M5 V	G	8	3,744
Ustr	2128	Kassandia	C897611-8	Ag Ni 				{ -1 }	(D53-5)	[2514]				623	NaAs	F5 V M6 V	K	14	98
Ustr	2131	Earyea	X562575-2	Ni 	Pr Fo 			{ -3 }	(741-5)	[3231]			R	503	AsOf	F3 V M5 V M4 V	O	11	14
Ustr	2132	Eafiy	A300214-C	Lo Va 				{ 2 }	(711+1)	[143A]		KM		503	AsOf	G9 V	O	13	7
Ustr	2136	Heiri	E310443-7	Ni 	Da 			{ -3 }	(631-5)	[1124]			A	501	NaAs	M2 V M7 V	O	8	9
Ustr	2137	Yoktistefouwe	C659443-9	Ni 	Da 			{ -1 }	(732-4)	[1326]		M	A	201	NaAs	F7 V	O	13	25
Ustr	2203	YEWOIAUEHOAH	A312A9A-D	Hi Ic In Na 				{ 4 }	(F9G+5)	[CE7F]				303	AsTv	F3 V	C	9	10,800
Ustr	2204	Aiyaiyu	B797789-A	Ag 	Pi 	Huma5		{ 3 }	(C6C+4)	[8A6B]				621	AsMw	G6 V M7 V	C	13	3,456
Ustr	2211	Ausiwuaeaai	A84936A-E	Lo 			O:1914	{ 1 }	(721+3)	[547G]		T		920	AsSc	F2 V	G	9	42
Ustr	2215	Eseaha	C574756-9	Ag 	Pi 			{ 1 }	(C6A+1)	[6848]		T		403	AsTv	F9 V	G	11	720
Ustr	2229	Alai'yer	C563140-6	Lo 				{ -2 }	(311-5)	[1111]		M		203	NaAs	F5 V	K	11	2
Ustr	2232	Khahwa'eaourl	D432585-8	Ni Po 				{ -3 }	(B41-5)	[3236]				813	AsOf	K0 V	O	12	22
Ustr	2233	Staow	B400112-D	Lo Va 				{ 1 }	(611-3)	[1219]		K		303	AsOf	M1 V M1 V	O	13	4
Ustr	2234	Eihwouyolahyo	C542887-7	He Po 	Ph Pi 			{ -1 }	(A77-1)	[8757]				500	AsOf	M2 V	O	10	441
Ustr	2237	Trih	A66A638-C	Ni Ri Wa 				{ 2 }	(D56+2)	[685C]				814	NaAs	F5 V M8 V	O	12	780
Ustr	2240	Eioalawiylra	A774110-D	Lo 				{ 1 }	(711-3)	[1218]				604	NaAs	F4 V	O	8	5
Ustr	2309	Steae	E000168-7	As Lo Va 			O:2107	{ -3 }	(311-3)	[1157]				421	AsTv	M2 V	C	11	2
Ustr	2311	Iywyol	D3105AB-7	Ni 				{ -3 }	(741-1)	[7279]				504	AsTv	G1 III M5 V	G	12	25
Ustr	2312	Auye	C100489-9	Ni Va 				{ -1 }	(632+1)	[536A]				300	AsT2	M2 V	G	7	36
Ustr	2315	Aohaiya	E563535-6	Ni 	Pr 			{ -3 }	(741-5)	[3234]				204	AsWc	F9 V	G	15	14
Ustr	2316	Eakastaifoa	B73A836-D	Wa 	Ph 			{ 2 }	(E7D+1)	[7A4C]		R		604	AsMw	F3 V M4 V	G	13	1,274
Ustr	2325	Nabata	C6778B8-5		Pa Ph Pi 			{ -1 }	(A76-1)	[8755]		M		523	NaAs	F5 V	K	16	378
Ustr	2331	OOLYASIYL	D581A78-6	Hi 				{ -1 }	(C97-1)	[A956]				211	AsOf	F8 V M9 V	O	13	680
Ustr	2335	Aweaoioiktiha	C3007BB-A	Na Va 	Pi 			{ 1 }	(E6A+3)	[987C]		M		223	AsOf	M3 V K8 V	O	8	2,520
Ustr	2403	Iyheahoakteih	C547134-9	Lo 				{ -1 }	(611-3)	[1137]				403	AsTv	F6 V	C	12	4
Ustr	2404	E'esteahelei	B564853-B	Ri 	Pa Ph 			{ 3 }	(F7D+1)	[5B28]		R		505	AsWc	F2 V	C	16	1,365
Ustr	2405	Aiihaiououh	B571788-A	He 	Pi 			{ 2 }	(C6B+2)	[795A]		R		212	AsMw	F1 V	C	15	1,584
Ustr	2409	Tilden Belt	B000799-9	As Na Va 	Pi 			{ 1 }	(F6A+2)	[886A]				115	SoCf	F2 V	C	13	1,800
Ustr	2410	Ylasea	B310454-A	Ni 				{ 1 }	(934-1)	[2538]				712	SoCf	M1 V	C	9	97
Ustr	2413	Ialeal	A6375AC-D	Ni 				{ 1 }	(745+4)	[868G]		T		500	AsTv	F3 V	G	8	560
Ustr	2416	Khkaahkal	B865487-B	Ni Ga 	Pa 			{ 1 }	(934+1)	[455B]				103	AsWc	F9 V	G	11	108
Ustr	2418	Wa'yurleaha	CAD5786-9					{ 0 }	(B69-1)	[6748]				702	AsTv	M1 V M5 V	G	11	535
Ustr	2426	Ilod	E300000-0	Ba Va 				{ -3 }	(200-5)	[0000]				000	NaXX	M3 V	K	10	0
Ustr	2502	KHOASTARL	C434A78-D	Hi 				{ 2 }	(K9E+2)	[AC5D]				725	AsSc	F2 V	D	17	4,788
Ustr	2503	Araulis	C86A747-A	Ri Wa 				{ 2 }	(A6B+2)	[795A]				310	AsVc	K4 V	D	10	1,320
Ustr	2507	Kasru	A876577-A	Ag Ni 				{ 3 }	(C47+3)	[585A]		KM		305	SoCf	G9 V	D	9	1,008
Ustr	2508	Grahame	C666410-5	Ni Ga 	Pa 			{ -2 }	(631-5)	[1211]				204	SoCf	G5 V	D	12	9
Ustr	2532	Aokhai'	X68889C-2	Ri 	Pa Ph Fo 			{ -1 }	(A74+2)	[B785]			R	703	AsOf	F5 V M1 V	P	12	560
Ustr	2533	Stisiylr	C42168C-8	He Na Ni Po 				{ -2 }	(D52+1)	[948B]		M		223	AsOf	M3 V	P	13	130
Ustr	2537	Hlaktoi	C400312-B	Lo Va 				{ 0 }	(921-4)	[1317]				104	AsOf	G5 V M1 V	P	15	11
Ustr	2538	Orleahea	D430542-7	De Ni Po 				{ -3 }	(741-5)	[1213]				300	AsOf	M1 V	P	8	14
Ustr	2601	SOAFEALEIHAI	B560997-A	De Hi 	Pr 			{ 3 }	(B8D+3)	[9C5A]				400	AsVc	F6 V	D	9	3,432
Ustr	2604	Kranthar	E9C4446-9	Fl Ni 				{ -2 }	(931-3)	[3248]				521	SoCf	M1 V	D	12	19
Ustr	2606	Sheu	C4258BB-8		Ph Pi 			{ -1 }	(E77+1)	[A77A]		M		713	SoCf	F0 V	D	14	686
Ustr	2608	Socorro	D59079E-5	De He 	Pi 			{ -2 }	(965+2)	[B599]				703	SoCf	G3 V	D	14	540
Ustr	2609	Lovenia	EAA5444-8	Fl Ni 				{ -3 }	(A31-5)	[2136]				813	SoCf	M0 V	D	10	15
Ustr	2610	Malaga	D554549-3	Ag Ni 				{ -2 }	(742-1)	[6364]				605	SoCf	F0 V	D	15	50
Ustr	2611	HOLLIE	B586978-B	Hi 	Pr 			{ 3 }	(C8E+3)	[9C5B]		K		201	SoCf	G2 V	H	10	4,032
Ustr	2617	Iselle	A576756-C	Ag 	Pi 			{ 3 }	(D6D+2)	[6A4B]				804	SoCf	F5 V M1 V	H	14	2,028
Ustr	2619	BOWLES	A7B49A6-D	Fl Hi In 				{ 4 }	(J8G+3)	[8D4C]		K		525	SoCf	G8 V M4 V	H	14	6,912
Ustr	2623	Rindanu	A421354-E	He Lo Po 				{ 1 }	(921-1)	[143C]		K		104	NaAs	M0 V M6 V	L	12	16
Ustr	2630	Htailr	B67A153-E	Lo Wa 				{ 1 }	(611-2)	[122B]		K		403	NaAs	F9 V	L	12	5
Ustr	2631	Hkua	D8B8787-8	Fl 				{ -2 }	(C66-2)	[7558]				603	NaAs	F7 V	P	12	346
Ustr	2632	Aheahfyotlare	B200557-B	Ni Va 				{ 1 }	(945+1)	[565B]				302	AsOf	M1 V M2 V	P	11	180
Ustr	2636	Htyakhtaufah	C9C6422-9	Fl Ni 				{ -1 }	(B32-5)	[1315]		M		505	AsOf	A4 V K1 V	P	10	33
Ustr	2637	FUAWEH	D31097C-8	Hi In Na 				{ 0 }	(F89+3)	[C98B]				422	AsOf	F2 V	P	17	3,240
Ustr	2639	Tretoi	C53668C-6	Ni 				{ -2 }	(852+1)	[9489]				725	AsOf	K3 V	P	13	80
Ustr	2701	Aikoutruaaii	B564367-B	Lo 			O:2601	{ 1 }	(721+1)	[345B]				220	AsVc	F3 V M2 V	D	9	14
Ustr	2703	Ontinal	C200525-9	Ni Va 				{ -1 }	(B43-3)	[3437]				404	SoCf	M3 V	D	14	92
Ustr	2706	Tysaro	A563442-8	Ni 				{ -1 }	(C32-5)	[1314]				924	SoCf	K7 V	D	12	36
Ustr	2708	Shoals	E789653-6	Ni Ri 				{ -2 }	(852-5)	[3423]				124	SoCf	F7 V	D	19	40
Ustr	2713	Gurnek	B726667-7	Ni 			O:2611	{ -1 }	(853-1)	[6557]		M		103	SoCf	M3 V K3 V	H	11	108
Ustr	2714	Poul	C5687B8-8	Ag Ri 				{ 1 }	(B69+1)	[7858]		M		220	SoCf	F8 V M7 V	H	13	594
Ustr	2717	Hamiss	A657454-C	Ni Ga 	Pa 			{ 1 }	(A34-1)	[253A]				704	SoCf	F0 V	H	17	108
Ustr	2719	Cermara	A5468C9-9		Pa Ph Pi 			{ 1 }	(A7A+2)	[996A]				700	SoCf	G6 V	H	12	1,400
