	Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	s	SS	W	RU	Tech-Mod	St	S	A	H	P	G	L	T	P	B	G	St		Ag 	As 	Ba 	De 	Fl 	He 	Hi 	Ic 	In 	Lo 	Na 	Ni 	Oc 	Po 	Ga 	Ri 	Va 	Wa 	Pa 	Pi 	Pr 	Ph 	An 	Cp		Di 	Fo 	Pz 	Da 	B	c	C	D	e	E	f	F	G	Location	Scout ID	Stars	M1000 Names	M0 Names	Rule of Man Names	Ziru Sirka	Res	Lab	Inf	i	Eff	e	Importance	Homogeneity	Acceptance	Strangeness	Symbols	Population	Human?	Alien?	 Human 	 Non-Human 	Human Minor	Important	Noble				x	y
Milieu 0	Vlan	2836	Idkeshu	C89A77A-A	Wa 	Pi 			{ 1 }	(E6C+4)	[A828]				704	ImDv	G3 V	1	P	10	4,032	6	3	8	9	10	7	7	10	10	7	0	4	C	4237																		Wa 		Pi 										B			D						Vlan 7475	89A-	G3 V	Diiron	Idkeshu	Enrapt Konan	Idkeshu	E	6	12	C	+4	4	+1	A	8	2	8	 70,000,000.00 	 0.10 	1	 7,000,000 	 63,000,000 	0	1						
Milieu 0	Vlan	2837	Iishirziirdi	D200787-8	Na Va 	Pi 			{ -2 }	(B67-2)	[7528]				001	ImDv	M0 V	1	P	13	370	4	4	2	0	0	7	8	7	8	0	0	1	D	1											Na 						Va 			Pi 										B			D						Vlan 3239	200-	M0 V	Karka	Iishirziirdi	Gainer	Iishirziirdi	B	6	7	7	-2	-2	-2	7	5	2	8	 -   	 0.90 	0	 -   	 -   	0	-2						
Milieu 0	Vlan	2839	Langimdigar	F564717-A	Ag Ri 				{ 2 }	(A66+1)	[9928]				110	ImDv	M1 V	1	P	11	360	0	6	5	6	4	7	1	7	10	1	1	0	F	516	Ag 															Ri 														B		C							Vlan 3754	564-	M1 V	Duam	Langimdigar	Langimdigar	Langimdigar	A	6	6	6	+1	1	+2	9	9	2	8	 10,000,000.00 	 0.10 	1	 1,000,000 	 9,000,000 	0	2						
Milieu 0	Vlan	2905	Ulaashuushkhan	D4267B4-A		Pi 			{ 0 }	(C6A-3)	[4728]				420	ImDv	K0 V	1	H	9	504	4	4	4	2	6	7	11	4	10	4	2	0	D	1474																				Pi 										B			D						Vlan 4712	426-	K0 V	Malapaan	Ulaashuushkhan	Ulaashuushkhan	Ulaashuushkhan	C	6	10	A	-3	-3	+0	4	7	2	8	 40,000,000.00 	 0.10 	1	 4,000,000 	 36,000,000 	1	0						
Milieu 0	Vlan	2907	Ulakigam	D63176A-A	Na Po 				{ 0 }	(C6A-1)	[6728]				011	ImDv	M2 V K9 V	2	L	14	648	4	4	6	3	1	7	6	10	10	0	1	1	D	2492											Na 			Po 																B									Vlan 5730	631-	M2 V K9 V	Zushar	Ulakigam	Baking	Ulakigam	C	6	10	A	-1	-1	+0	6	7	2	8	 -   	 0.10 	0	 -   	 -   	0	0						
Milieu 0	Vlan	2909	Iishkhebeshkam	C300725-8	Na Va 	Pi 			{ -1 }	(C6C+3)	[9628]				202	ImDv	M2 V	1	P	9	2,592	7	3	3	0	0	7	2	5	8	2	0	2	C	3937											Na 						Va 			Pi 										B			D						Vlan 7175	300-	M2 V	Enaa	Iishkhebeshkam	Ester	Iishkhebeshkam	C	6	12	C	+3	3	-1	9	6	2	8	 20,000,000.00 	 0.90 	1	 18,000,000 	 2,000,000 	0	-1						
Milieu 0	Vlan	2911	Kegnaalikhum	C6747B7-A	Ag 	Pi 			{ 2 }	(C6B+4)	[A928]				820	ImDv	F7 V	1	P	9	3,168	4	3	6	7	4	7	11	7	10	8	2	0	C	5813	Ag 																			Pi 										B		C	D						Vlan 9051	674-	F7 V	Lurkha	Kegnaalikhum	Ekegnaalikhum	Kegnaalikhum	C	6	11	B	+4	4	+2	A	9	2	8	 80,000,000.00 	 0.10 	1	 8,000,000 	 72,000,000 	0	2						
Milieu 0	Vlan	2912	Bilan	D5607C5-A	De Ri 				{ 1 }	(H68+1)	[9828]				034	ImDv	K2 V M9 V	2	P	16	816	2	4	5	6	0	7	12	5	10	0	3	4	D	1				De 												Ri 														B		C							Vlan 3239	560-	K2 V M9 V	Shinla	Bilan	Vland	Bilan	H	6	8	8	+1	1	+1	9	8	2	8	 -   	 0.10 	0	 -   	 -   	0	1						
Milieu 0	Vlan	2914	Ukhulushu	F546761-A	Ag 	Pi 			{ 1 }	(A66-5)	[5828]				620	ImDv	M3 V	1	P	10	180	1	6	5	4	6	7	6	1	10	6	2	0	F	1	Ag 																			Pi 										B		C	D						Vlan 3239	546-	M3 V	Kuzashamir	Ukhulushu	Vulcan	Ukhulushu	A	6	6	6	-5	-5	+1	5	8	2	8	 60,000,000.00 	 0.10 	1	 6,000,000 	 54,000,000 	1	1						
Milieu 0	Vlan	2915	Samkardarkum	F778768-9	Ag 	Pi 			{ 0 }	(A65+1)	[A728]				723	ImDv	G2 V G4 V	2	P	12	300	0	6	7	7	8	7	6	8	9	7	2	3	F	1	Ag 																			Pi 										B		C	D						Vlan 3239	778-	G2 V G4 V	Markassar	Samkardarkum	Hate Hut	Samkardarkum	A	6	5	5	+1	1	+0	A	7	2	8	 70,000,000.00 	 0.10 	1	 7,000,000 	 63,000,000 	0	0						
Milieu 0	Vlan	2916	Agguurginmir	C878788-8	Ag 	Pi 			{ 0 }	(B68+1)	[9728]				110	ImDv	K0 V M3 V	2	P	17	528	4	3	8	7	8	7	8	8	8	1	1	0	C	1	Ag 																			Pi 										B		C	D						Vlan 3239	878-	K0 V M3 V	Bakor	Agguurginmir	Agguurginmir	Agguurginmir	B	6	8	8	+1	1	+0	9	7	2	8	 10,000,000.00 	 0.10 	1	 1,000,000 	 9,000,000 	0	0						
Milieu 0	Vlan	2918	Ashmaan	D546773-A	Ag 	Pi 			{ 1 }	(C67+1)	[A828]				220	ImDv	K6 V	1	P	10	504	2	4	5	4	6	7	7	3	10	2	2	0	D	435	Ag 																			Pi 										B		C	D						Vlan 3673	546-	K6 V	Derekam	Ashmaan	Ashmaan	Ashmaan	C	6	7	7	+1	1	+1	A	8	2	8	 20,000,000.00 	 0.10 	1	 2,000,000 	 18,000,000 	0	1						
Milieu 0	Vlan	2919	Lassharrashig	C987764-A	Ag Ri 				{ 3 }	(D6C+3)	[8A28]				103	ImDv	M0 V	1	P	13	2,808	4	3	9	8	7	7	6	4	10	1	0	3	C	629	Ag 															Ri 														B		C							Vlan 3867	987-	M0 V	Korm	Lassharrashig	Coughs	Lassharrashig	D	6	12	C	+3	3	+3	8	A	2	8	 10,000,000.00 	 0.10 	1	 1,000,000 	 9,000,000 	0	3						
Milieu 0	Vlan	2920	Ushiislegaad	D31078D-8	Na 	Pi 			{ -2 }	(C67+1)	[9528]				120	ImDv	G6 V	1	D	8	504	4	4	3	1	0	7	8	13	8	1	2	0	D	663											Na 									Pi 										B			D						Vlan 3901	310-	G6 V	Ashuugakher	Ushiislegaad	Ushiislegaad	Ushiislegaad	C	6	7	7	+1	1	-2	9	5	2	8	 10,000,000.00 	 0.10 	1	 1,000,000 	 9,000,000 	0	-2						
Milieu 0	Vlan	2921	Giliseshrik	F423778-8	Na Po 	Pi 			{ -2 }	(A66-3)	[7528]				820	ImDv	M1 V	1	P	9	252	3	6	4	2	3	7	7	8	8	8	2	0	F	706											Na 			Po 						Pi 										B			D						Vlan 3944	423-	M1 V	Li	Giliseshrik	Iliseshrik	Giliseshrik	A	6	6	6	-3	-3	-2	7	5	2	8	 80,000,000.00 	 0.10 	1	 8,000,000 	 72,000,000 	0	-2						
Milieu 0	Vlan	2923	Mumnagashnaan	C9D777A-9					{ 0 }	(E6B+5)	[B728]				022	ImDv	K8 V	1	P	10	4,620	5	3	9	13	7	7	7	10	9	0	2	2	C	908																														B									Vlan 4146	9D7-	K8 V	Gookir	Mumnagashnaan	Mumnagashnaan	Mumnagashnaan	E	6	11	B	+5	5	+0	B	7	2	8	 -   	 0.10 	0	 -   	 -   	0	0						
Milieu 0	Vlan	2925	Kuugum	C666797-A	Ag Ga Ri 				{ 3 }	(B6C+3)	[8A28]				601	ImDv	F6 V M7 V M6 V	3	P	14	2,376	4	3	6	6	6	7	9	7	10	6	0	1	C	999	Ag 														Ga 	Ri 														B		C							Vlan 4237	666-	F6 V M7 V M6 V	Thaggesh	Kuugum	Derek	Kuugum	B	6	12	C	+3	3	+3	8	A	2	8	 60,000,000.00 	 0.10 	1	 6,000,000 	 54,000,000 	0	3						
Milieu 0	Vlan	2926	Nadirsuknir	B76979C-A	Ri 				{ 3 }	(B6E+4)	[9A28]				710	ImDv	M3 V	1	L	6	3,696	7	2	7	6	9	7	9	12	10	7	1	0	B	1085																Ri 														B		C							Vlan 4323	769-	M3 V	Kalaalit	Nadirsuknir	Nadirsuknir	Nadirsuknir	B	6	14	E	+4	4	+3	9	A	2	8	 70,000,000.00 	 0.10 	1	 7,000,000 	 63,000,000 	0	3						
Milieu 0	Vlan	2931	Munkhi	D68376A-A	Ri 				{ 1 }	(D68+2)	[A828]				303	ImDv	M1 V	1	P	7	1,248	2	4	6	8	3	7	6	10	10	3	0	3	D	1394																Ri 														B		C							Vlan 4632	683-	M1 V	Shera	Munkhi	Chugai	Munkhi	D	6	8	8	+2	2	+1	A	8	2	8	 30,000,000.00 	 0.10 	1	 3,000,000 	 27,000,000 	0	1						
Milieu 0	Vlan	2932	Khuuba	E8D8727-A					{ 0 }	(A66-2)	[8728]				710	ImDv	M2 V	1	D	9	288	1	5	8	13	8	7	2	7	10	7	1	0	E	1471																														B									Vlan 4709	8D8-	M2 V	Rikaan	Khuuba	Khuuba	Khuuba	A	6	6	6	-2	-2	+0	8	7	2	8	 70,000,000.00 	 0.10 	1	 7,000,000 	 63,000,000 	0	0						
Milieu 0	Vlan	2933	Shamidgima	E7637B8-A	Ri 				{ 1 }	(A66+1)	[A828]				110	ImDv	K7 V	1	P	4	360	0	5	7	6	3	7	11	8	10	1	1	0	E	1917																Ri 														B		C							Vlan 5155	763-	K7 V	Klidon	Shamidgima	Dauphin	Shamidgima	A	6	6	6	+1	1	+1	A	8	2	8	 10,000,000.00 	 0.10 	1	 1,000,000 	 9,000,000 	0	1						
Milieu 0	Vlan	2934	Gaggaa	BAB578C-A	Fl 				{ 2 }	(E6D+1)	[6928]				413	ImDv	K6 V M4 V	2	P	11	1,092	7	2	10	11	5	7	8	12	10	4	1	3	B	2016					Fl 																									B									Vlan 5254	AB5-	K6 V M4 V	Sg'aa	Gaggaa	Gaggaa	Gaggaa	E	6	13	D	+1	1	+2	6	9	2	8	 40,000,000.00 	 0.10 	1	 4,000,000 	 36,000,000 	0	2						
Milieu 0	Vlan	2936	Uushliginla	D590719-A	De He 	Pi 			{ 0 }	(B67+1)	[9728]				101	ImDv	M1 V	1	P	11	462	2	4	5	9	0	7	1	9	10	1	0	1	D	3402				De 		He 														Pi 										B			D						Vlan 6640	590-	M1 V	Assazak	Uushliginla	Snippet	Uushliginla	B	6	7	7	+1	1	+0	9	7	2	8	 10,000,000.00 	 0.10 	1	 1,000,000 	 9,000,000 	0	0						
Milieu 0	Vlan	2938	Ugilinkhaa	D1007CA-B	Na Va 	Pi 			{ 0 }	(B6B+1)	[8728]				110	ImDv	K3 V M5 V	2	P	11	726	5	4	1	0	0	7	12	10	11	1	1	0	D	4340											Na 						Va 			Pi 										B			D						Vlan 7578	100-	K3 V M5 V	Trilorn	Ugilinkhaa	Ugilinkhaa	Ugilinkhaa	B	6	11	B	+1	1	+0	8	7	2	8	 10,000,000.00 	 0.90 	1	 9,000,000 	 1,000,000 	0	0						
Milieu 0	Vlan	2939	Kakhashila	D540789-A	De He Po 	Pi 			{ 0 }	(F67+1)	[9728]				823	ImDv	G0 V M0 V	2	L	8	630	2	4	5	4	0	7	8	9	10	8	2	3	D	4690				De 		He 								Po 						Pi 										B			D						Vlan 7928	540-	G0 V M0 V	Matuyama	Kakhashila	Kakhashila	Kakhashila	F	6	7	7	+1	1	+0	9	7	2	8	 80,000,000.00 	 0.10 	1	 8,000,000 	 72,000,000 	0	0						
Milieu 0	Vlan	3006	Kukani	D55088C-A	De Po 	Ph 			{ 0 }	(C7C+4)	[B828]				301	ImDv	M1 V M1 V	2	P	8	4,032	4	4	5	5	0	8	8	12	10	3	0	1	D	5103				De 										Po 								Ph 								B				e					Vlan 8341	550-	M1 V M1 V	Kald	Kukani	Ukukani	Kukani	C	7	12	C	+4	4	+0	B	8	2	8	 300,000,000.00 	 0.10 	1	 30,000,000 	 270,000,000 	0	0						
Milieu 0	Vlan	3008	Karkhushla	C310866-A	Na 	Ph Pi 			{ 1 }	(C7H+5)	[D928]				401	ImDv	M1 V M0 V	2	P	12	7,140	8	3	3	1	0	8	6	6	10	4	0	1	C	1											Na 									Pi 		Ph 								B			D	e					Vlan 3239	310-	M1 V M0 V	Voskhod	Karkhushla	Arkhushla	Karkhushla	C	7	17	H	+5	5	+1	D	9	2	8	 400,000,000.00 	 0.10 	1	 40,000,000 	 360,000,000 	0	1						
Milieu 0	Vlan	3011	Kurliidiigmii	D793845-A		Ph Pi 			{ 0 }	(C7D+5)	[D828]				601	ImDv	M2 V M0 V	2	P	8	5,460	4	4	7	9	3	8	4	5	10	6	0	1	D	1156																				Pi 		Ph 								B			D	e					Vlan 4394	793-	M2 V M0 V	Havland	Kurliidiigmii	Uidiigmii	Kurliidiigmii	C	7	13	D	+5	5	+0	D	8	2	8	 600,000,000.00 	 0.10 	1	 60,000,000 	 540,000,000 	0	0						
Milieu 0	Vlan	3014	Ikimashla	D4118C9-A	Ic Na 	Ph Pi 			{ 0 }	(F7E+5)	[B828]				113	ImDv	M2 V	1	P	11	7,350	6	4	4	1	1	8	12	9	10	1	1	3	D	1495								Ic 			Na 									Pi 		Ph 								B			D	e					Vlan 4733	411-	M2 V	Arluk	Ikimashla	Gainer	Ikimashla	F	7	14	E	+5	5	+0	B	8	2	8	 100,000,000.00 	 0.10 	1	 10,000,000 	 90,000,000 	0	0						
Milieu 0	Vlan	3018	Indirkini	D69A88C-A	Wa 	Ph Pi 			{ 0 }	(H7E+5)	[C828]				124	ImDv	G7 V	1	L	9	8,330	6	4	6	9	10	8	8	12	10	1	2	4	D	1689																		Wa 		Pi 		Ph 								B			D	e					Vlan 4927	69A-	G7 V	Laaru	Indirkini	Indirkini	Indirkini	H	7	14	E	+5	5	+0	C	8	2	8	 100,000,000.00 	 0.10 	1	 10,000,000 	 90,000,000 	0	0						
Milieu 0	Vlan	3019	Aggasha	D76A88C-A	Ri Wa 	Ph 			{ 1 }	(C7D+4)	[B928]				410	ImDv	K8 V	1	P	16	4,368	6	4	7	6	10	8	8	12	10	4	1	0	D	2244																Ri 		Wa 				Ph 								B		C		e					Vlan 5482	76A-	K8 V	Vakhoneri	Aggasha	Gaggasha	Aggasha	C	7	13	D	+4	4	+1	B	9	2	8	 400,000,000.00 	 0.10 	1	 40,000,000 	 360,000,000 	0	1						
Milieu 0	Vlan	3020	Eshke	B5548D9-8		Pa Ph 			{ 0 }	(C7E+5)	[B828]				501	ImDv	K0 V M3 V	2	P	13	5,880	8	2	5	5	4	8	13	9	8	5	0	1	B	2702																			Pa 			Ph 								B	c			e					Vlan 5940	554-	K0 V M3 V	Nii Khu	Eshke	Eshke	Eshke	C	7	14	E	+5	5	+0	B	8	2	8	 500,000,000.00 	 0.10 	1	 50,000,000 	 450,000,000 	0	0						
Milieu 0	Vlan	3021	Lagapini	E435894-A		Ph 			{ 0 }	(G7B+5)	[D828]				723	ImDv	M2 V	1	P	11	6,160	4	5	4	3	5	8	9	4	10	7	2	3	E	1																						Ph 								B				e					Vlan 3239	435-	M2 V	Glanidarn	Lagapini	Lagapini	Lagapini	G	7	11	B	+5	5	+0	D	8	2	8	 700,000,000.00 	 0.10 	1	 70,000,000 	 630,000,000 	0	0						
Milieu 0	Vlan	3022	Migdurraa	B4308DC-9	De Na Po 	Ph 			{ 1 }	(D7F+3)	[9928]				420	ImDv	K3 V	1	P	7	4,095	10	2	4	3	0	8	13	12	9	4	2	0	B	1				De 							Na 			Po 								Ph 								B				e					Vlan 3239	430-	K3 V	Tauri	Migdurraa	Migdurraa	Migdurraa	D	7	15	F	+3	3	+1	9	9	2	8	 400,000,000.00 	 0.10 	1	 40,000,000 	 360,000,000 	0	1						
Milieu 0	Vlan	3024	Aakiliidiish	B547898-A		Pa Ph Pi 			{ 2 }	(D7G+5)	[DA28]				120	ImDv	G5 V M2 V	2	P	11	7,280	8	2	5	4	7	8	9	8	10	1	2	0	B	1																			Pa 	Pi 		Ph 								B	c		D	e					Vlan 3239	547-	G5 V M2 V	Kasear	Aakiliidiish	Akiliidiish	Aakiliidiish	D	7	16	G	+5	5	+2	D	A	2	8	 100,000,000.00 	 0.10 	1	 10,000,000 	 90,000,000 	0	2						
Milieu 0	Vlan	3025	Mimamdishar	D423876-A	Na Po 	Ph Pi 			{ 0 }	(D7E+1)	[7828]				102	ImDv	M0 V M0 V	2	P	14	1,274	6	4	4	2	3	8	7	6	10	1	0	2	D	1											Na 			Po 						Pi 		Ph 								B			D	e					Vlan 3239	423-	M0 V M0 V	Sagida	Mimamdishar	Iimamdishar	Mimamdishar	D	7	14	E	+1	1	+0	7	8	2	8	 100,000,000.00 	 0.10 	1	 10,000,000 	 90,000,000 	0	0						
Milieu 0	Vlan	3029	Arkipmaas	D9C58C8-A	Fl 	Ph 			{ 0 }	(G7E+1)	[7828]				723	ImDv	F6 V M7 V	2	P	8	1,568	5	4	9	12	5	8	12	8	10	7	2	3	D	1					Fl 																	Ph 								B				e					Vlan 3239	9C5-	F6 V M7 V	Isbudin	Arkipmaas	Cordon	Arkipmaas	G	7	14	E	+1	1	+0	7	8	2	8	 700,000,000.00 	 0.10 	1	 70,000,000 	 630,000,000 	0	0						
Milieu 0	Vlan	3031	Nukkashbe	C540896-A	De He Po 	Ph Pi 			{ 1 }	(F7F+5)	[B928]				804	ImDv	M1 V	1	P	9	7,875	6	3	5	4	0	8	9	6	10	8	0	4	C	1				De 		He 								Po 						Pi 		Ph 								B			D	e					Vlan 3239	540-	M1 V	Hykluitt	Nukkashbe	Uukkashbe	Nukkashbe	F	7	15	F	+5	5	+1	B	9	2	8	 800,000,000.00 	 0.10 	1	 80,000,000 	 720,000,000 	0	1						
Milieu 0	Vlan	3032	Shasda	D778847-6		Pa Ph Pi 			{ -2 }	(B79+1)	[9628]				404	ImDv	M1 V	1	P	15	693	4	4	7	7	8	8	4	7	6	4	0	4	D	1																			Pa 	Pi 		Ph 								B	c		D	e					Vlan 3239	778-	M1 V	Sadniben	Shasda	Shoreline	Shasda	B	7	9	9	+1	1	-2	9	6	2	8	 400,000,000.00 	 0.10 	1	 40,000,000 	 360,000,000 	0	-2						
Milieu 0	Vlan	3035	Ashukhu	C747857-A		Pa Ph Pi 			{ 1 }	(D7F+5)	[B928]				420	ImDv	G3 V M3 V	2	P	15	6,825	6	3	7	4	7	8	5	7	10	4	2	0	C	1																			Pa 	Pi 		Ph 								B	c		D	e					Vlan 3239	747-	G3 V M3 V	Anarsi	Ashukhu	Ashukhu	Ashukhu	D	7	15	F	+5	5	+1	B	9	2	8	 400,000,000.00 	 0.10 	1	 40,000,000 	 360,000,000 	0	1						
Milieu 0	Vlan	3037	Lumlishekha	B766817-6	Ga Ri 	Pa Ph 			{ 1 }	(J7D+5)	[B928]				425	ImDv	G6 V G2 V	2	P	12	8,190	8	2	7	6	6	8	1	7	6	4	2	5	B	56															Ga 	Ri 			Pa 			Ph 								B	c	C		e					Vlan 3294	766-	G6 V G2 V	Shudi	Lumlishekha	Uishekha	Lumlishekha	J	7	13	D	+5	5	+1	B	9	2	8	 400,000,000.00 	 0.10 	1	 40,000,000 	 360,000,000 	0	1						
Milieu 0	Vlan	3039	Pumdaa	D77584E-8		Pa Ph Pi 			{ -2 }	(H7A-3)	[5628]				615	ImDv	M2 V	1	P	9	833	4	4	7	7	5	8	4	14	8	6	1	5	D	115																			Pa 	Pi 		Ph 								B	c		D	e					Vlan 3353	775-	M2 V	Hefas	Pumdaa	Pumdaa	Pumdaa	H	7	10	A	-3	-3	-2	5	6	2	8	 600,000,000.00 	 0.10 	1	 60,000,000 	 540,000,000 	0	-2						
Milieu 0	Vlan	3106	Likhimarshu	D540883-A	De He Po 	Ph Pi 			{ 0 }	(H7D+5)	[B828]				324	ImDv	M0 V	1	P	10	7,735	4	4	5	4	0	8	8	3	10	3	2	4	D	557				De 		He 								Po 						Pi 		Ph 								B			D	e					Vlan 3795	540-	M0 V	Martle	Likhimarshu	Blown	Likhimarshu	H	7	13	D	+5	5	+0	B	8	2	8	 300,000,000.00 	 0.10 	1	 30,000,000 	 270,000,000 	0	0						
Milieu 0	Vlan	3107	Simziisna	C633899-A	Na Po 	Ph 			{ 1 }	(F7F+1)	[7928]				322	ImDv	K7 V	1	P	10	1,575	7	3	6	3	3	8	9	9	10	3	2	2	C	605											Na 			Po 								Ph 								B				e					Vlan 3843	633-	K7 V	Dusekhip	Simziisna	Simziisna	Simziisna	F	7	15	F	+1	1	+1	7	9	2	8	 300,000,000.00 	 0.10 	1	 30,000,000 	 270,000,000 	0	1						
Milieu 0	Vlan	3111	Urkagirpu	C7C58DD-A	Fl 	Ph 			{ 1 }	(D7G+5)	[B928]				220	ImDv	G5 IV	1	P	12	7,280	7	3	7	12	5	8	13	13	10	2	2	0	C	1316					Fl 																	Ph 								B				e					Vlan 4554	7C5-	G5 IV	St. George	Urkagirpu	Urkagirpu	Urkagirpu	D	7	16	G	+5	5	+1	B	9	2	8	 200,000,000.00 	 0.10 	1	 20,000,000 	 180,000,000 	0	1						
Milieu 0	Vlan	3115	Gediimudar	C200872-A	Na Va 	Ph Pi 			{ 1 }	(E7G+5)	[B928]				603	ImDv	M3 V	1	L	6	7,840	8	3	2	0	0	8	7	2	10	6	0	3	C	1990											Na 						Va 			Pi 		Ph 								B			D	e					Vlan 5228	200-	M3 V	Kesali	Gediimudar	Serape	Gediimudar	E	7	16	G	+5	5	+1	B	9	2	8	 600,000,000.00 	 0.90 	1	 540,000,000 	 60,000,000 	0	1						
Milieu 0	Vlan	3116	Gugubarmi	C656879-7	Ga 	Pa Ph 			{ -1 }	(C7C+5)	[D728]				410	ImDv	M0 V	1	H	12	5,040	6	3	6	5	6	8	7	9	7	4	1	0	C	2373															Ga 				Pa 			Ph 								B	c			e					Vlan 5611	656-	M0 V	Faranidon	Gugubarmi	Moloch	Gugubarmi	C	7	12	C	+5	5	-1	D	7	2	8	 400,000,000.00 	 0.10 	1	 40,000,000 	 360,000,000 	0	-1						
Milieu 0	Vlan	3117	Makhugissha	D30084D-A	Na Va 	Ph Pi 			{ 0 }	(G7E+1)	[6828]				823	ImDv	G6 V	1	P	18	1,568	6	4	3	0	0	8	4	13	10	8	2	3	D	2443											Na 						Va 			Pi 		Ph 								B			D	e					Vlan 5681	300-	G6 V	Jana	Makhugissha	Ahugissha	Makhugissha	G	7	14	E	+1	1	+0	6	8	2	8	 800,000,000.00 	 0.90 	1	 720,000,000 	 80,000,000 	0	0						
Milieu 0	Vlan	3119	Gadasakii	F10089C-B	Na Va 	Ph Pi 			{ 0 }	(C7D+3)	[A828]				101	ImDv	F4 IV M2 V	2	D	11	3,276	4	6	1	0	0	8	9	12	11	1	0	1	F	2564											Na 						Va 			Pi 		Ph 								B			D	e					Vlan 5802	100-	F4 IV M2 V	Hannipur	Gadasakii	Menorah	Gadasakii	C	7	13	D	+3	3	+0	A	8	2	8	 100,000,000.00 	 0.90 	1	 90,000,000 	 10,000,000 	0	0						
Milieu 0	Vlan	3122	Shimragashsa	B5778D8-8		Pa Ph Pi 			{ 0 }	(C7F+3)	[8828]				201	ImDv	K3 V M1 V	2	P	11	3,780	8	2	5	7	7	8	13	8	8	2	0	1	B	2618																			Pa 	Pi 		Ph 								B	c		D	e					Vlan 5856	577-	K3 V M1 V	Luukon	Shimragashsa	Salver	Shimragashsa	C	7	15	F	+3	3	+0	8	8	2	8	 200,000,000.00 	 0.10 	1	 20,000,000 	 180,000,000 	0	0						
Milieu 0	Vlan	3124	Galakamkim	C9B6855-A	Fl 	Ph 			{ 1 }	(C7H+5)	[A928]				110	ImDv	M1 V M2 V	2	H	12	7,140	7	3	9	11	6	8	5	5	10	1	1	0	C	3076					Fl 																	Ph 								B				e					Vlan 6314	9B6-	M1 V M2 V	Mimere	Galakamkim	Nodded	Galakamkim	C	7	17	H	+5	5	+1	A	9	2	8	 100,000,000.00 	 0.10 	1	 10,000,000 	 90,000,000 	0	1						
Milieu 0	Vlan	3125	Shuziniishzi	B200898-9	Na Va 	Ph Pi 			{ 1 }	(D7G+3)	[8928]				620	ImDv	M2 V	1	D	13	4,368	10	2	2	0	0	8	9	8	9	6	2	0	B	3368											Na 						Va 			Pi 		Ph 								B			D	e					Vlan 6606	200-	M2 V	Icuspin	Shuziniishzi	Paging	Shuziniishzi	D	7	16	G	+3	3	+1	8	9	2	8	 600,000,000.00 	 0.90 	1	 540,000,000 	 60,000,000 	0	1						
Milieu 0	Vlan	3126	Dagnindishshar	D2028F8-A	Ic Na Va 	Ph Pi 			{ 0 }	(D7E+1)	[7828]				420	ImDv	M2 V	1	H	13	1,274	6	4	2	0	2	8	15	8	10	4	2	0	D	4577								Ic 			Na 						Va 			Pi 		Ph 								B			D	e					Vlan 7815	202-	M2 V	New Salen	Dagnindishshar	Dagnindishshar	Dagnindishshar	D	7	14	E	+1	1	+0	7	8	2	8	 400,000,000.00 	 0.90 	1	 360,000,000 	 40,000,000 	0	0						
Milieu 0	Vlan	3128	Iindishshuuka	D300847-A	Na Va 	Ph Pi 			{ 0 }	(C7E+4)	[A828]				010	ImDv	M1 V M8 V	2	P	8	4,704	6	4	3	0	0	8	4	7	10	0	1	0	D	4751											Na 						Va 			Pi 		Ph 								B			D	e					Vlan 7989	300-	M1 V M8 V	Arga	Iindishshuuka	Ihshuuka	Iindishshuuka	C	7	14	E	+4	4	+0	A	8	2	8	 -   	 0.90 	0	 -   	 -   	1	0						
Milieu 0	Vlan	3129	Shudgekhigash	C5628B9-A	Ri 	Ph 			{ 2 }	(D7E+5)	[BA28]				220	ImDv	F7 V	1	L	13	6,370	6	3	5	6	2	8	11	9	10	2	2	0	C	5283																Ri 						Ph 								B		C		e					Vlan 8521	562-	F7 V	Maamibrin	Shudgekhigash	Kanto	Shudgekhigash	D	7	14	E	+5	5	+2	B	A	2	8	 200,000,000.00 	 0.10 	1	 20,000,000 	 180,000,000 	0	2						
Milieu 0	Vlan	3130	Khika	C410899-A	Na 	Ph Pi 			{ 1 }	(D7G+5)	[B928]				111	ImDv	M1 V	1	D	12	7,280	8	3	4	1	0	8	9	9	10	1	1	1	C	5563											Na 									Pi 		Ph 								B			D	e					Vlan 8801	410-	M1 V	Amnukun	Khika	Khika	Khika	D	7	16	G	+5	5	+1	B	9	2	8	 100,000,000.00 	 0.10 	1	 10,000,000 	 90,000,000 	0	1						
Milieu 0	Vlan	3131	Kagudishsu	C64A86E-A	Wa 	Ph Pi 			{ 1 }	(C7G+4)	[9928]				510	ImDv	M1 V	1	P	12	5,376	8	3	6	4	10	8	6	14	10	5	1	0	C	5607																		Wa 		Pi 		Ph 								B			D	e					Vlan 8845	64A-	M1 V	Shaia	Kagudishsu	Trillion	Kagudishsu	C	7	16	G	+4	4	+1	9	9	2	8	 500,000,000.00 	 0.10 	1	 50,000,000 	 450,000,000 	0	1						
